combo_id,peak,center_D,width_D,s_min,power,region,p95_abs_delta_base,p95_abs_delta_hybrid,p95_abs_delta_cloud,max_abs_delta_base,max_abs_delta_hybrid,max_abs_delta_cloud,mean_cloud_improvement_vs_base,mean_cloud_improvement_vs_hybrid,improved_fraction_vs_base,improved_fraction_vs_hybrid,p95_abs_cloud_shift_vs_base,acceptance_flip_fraction_vs_base
6,0.5,6.1,0.15,0.7,2.0,D21_guard,2.102217055050133,1.3915418994079403,1.3710316919315169,2.102232425909044,1.3915586879166426,1.3710490119586751,0.2729765087714029,0.006843764910809867,1.0,0.6666666666666666,0.731194243659209,0.04878048780487805
7,0.5,6.1,0.25,0.55,2.0,D60_hotspot,31.28593012120719,32.17758058738692,32.19749050477684,31.28639526077564,32.17805183432292,32.19796284738552,-0.7666390159636107,-0.008232275182262362,0.0,0.6,1.1914744337649297,0.0
7,0.5,6.1,0.25,0.55,2.0,D21_guard,2.102217055050133,1.3915418994079403,1.3684225231852736,2.102232425909044,1.3915586879166426,1.3684400625411755,0.27384841450830405,0.007715670647710994,1.0,0.6666666666666666,0.7338044118625433,0.04878048780487805
8,0.5,6.1,0.25,0.7,2.0,D60_hotspot,31.28593012120719,32.17758058738692,32.19172887828867,31.28639526077564,32.17805183432292,32.19220076927322,-0.7668972283924026,-0.008490487611054153,0.0,0.2,1.1846060127726417,0.0
8,0.5,6.1,0.25,0.7,2.0,D21_guard,2.102217055050133,1.3915418994079403,1.3755968803451935,2.102232425909044,1.3915586879166426,1.3756141103084119,0.27145443439167377,0.005321690531080661,1.0,0.6666666666666666,0.7266286453417798,0.04878048780487805
9,0.75,5.9,0.15,0.55,2.0,D60_hotspot,31.28593012120719,32.17758058738692,32.22780603464291,31.28639526077564,32.17805183432292,32.22827956053096,-0.7934983339221993,-0.03509159314085085,0.0,0.4,1.3016453535676902,0.0
9,0.75,5.9,0.15,0.55,2.0,D21_guard,2.102217055050133,1.3915418994079403,1.3323213056625114,2.102232425909044,1.3915586879166426,1.332339702993984,0.28589698569252364,0.01976424183193047,1.0,0.6666666666666666,0.7699095409670698,0.04878048780487805
10,0.75,5.9,0.15,0.7,2.0,D60_hotspot,31.28593012120719,32.17758058738692,32.20967403745506,31.28639526077564,32.17805183432292,32.21014659015919,-0.7840062718864128,-0.025599531105064226,0.0,0.2,1.2525778834401848,0.0
10,0.75,5.9,0.15,0.7,2.0,D21_guard,2.102217055050133,1.3915418994079403,1.3543007982059598,2.102232425909044,1.3915586879166426,1.3543185113107725,0.27856601371218076,0.012433269851587688,1.0,0.6666666666666666,0.7479269290991226,0.04878048780487805
11,0.75,5.9,0.25,0.55,2.0,D60_hotspot,31.28593012120719,32.17758058738692,32.218902321705755,31.28639526077564,32.17805183432292,32.21937556901279,-0.7881190228008491,-0.029712282019500692,0.0,0.4,1.2665690580685436,0.0
11,0.75,5.9,0.25,0.55,2.0,D21_guard,2.102217055050133,1.3915418994079403,1.342766329147525,2.102232425909044,1.3915586879166426,1.3427845204558295,0.2824147501125538,0.016282006251960655,1.0,0.6666666666666666,0.7594635785623467,0.04878048780487805
12,0.75,5.9,0.25,0.7,2.0,D60_hotspot,31.28593012120719,32.17758058738692,32.20494112652324,31.28639526077564,32.17805183432292,32.20541353121708,-0.7814965895992904,-0.02308984881794199,0.0,0.2,1.232500031047249,0.0
12,0.75,5.9,0.25,0.7,2.0,D21_guard,2.102217055050133,1.3915418994079403,1.3599436340400615,2.102232425909044,1.3915586879166426,1.359961235773305,0.2766847973774359,0.01055205351684273,1.0,0.6666666666666666,0.7422835863890711,0.04878048780487805
13,0.75,6.1,0.15,0.55,2.0,D60_hotspot,31.28593012120719,32.17758058738692,32.220019743605505,31.28639526077564,32.17805183432292,32.220493025852114,-0.7734382110008907,-0.015031470219542375,0.0,0.6,1.224828603397833,0.0
13,0.75,6.1,0.15,0.55,2.0,D21_guard,2.102217055050133,1.3915418994079403,1.344346493037029,2.102232425909044,1.3915586879166426,1.3443646533176548,0.2818884042574998,0.015755660396906745,1.0,0.6666666666666666,0.7578832725592186,0.04878048780487805
14,0.75,6.1,0.15,0.7,2.0,D60_hotspot,31.28593012120719,32.17758058738692,32.20553481086969,31.28639526077564,32.17805183432292,32.206007234123256,-0.7721857917731372,-0.01377905099178867,0.0,0.4,1.208647495750742,0.0
14,0.75,6.1,0.15,0.7,2.0,D21_guard,2.102217055050133,1.3915418994079403,1.360893712855892,2.102232425909044,1.3915586879166426,1.3609112957254865,0.2763682742980405,0.01023553043744739,1.0,0.6666666666666666,0.7413334222912574,0.04878048780487805
15,0.75,6.1,0.25,0.55,2.0,D60_hotspot,31.28593012120719,32.17758058738692,32.207180248841375,31.28639526077564,32.17805183432292,32.20765312939222,-0.7706376118042648,-0.012230871022916357,0.0,0.6,1.2106738142837088,0.0
15,0.75,6.1,0.25,0.55,2.0,D21_guard,2.102217055050133,1.3915418994079403,1.3571248241095497,2.102232425909044,1.3915586879166426,1.357142732520927,0.2776278721770125,0.011495128316419464,1.0,0.6666666666666666,0.7451037931260907,0.04878048780487805
16,0.75,6.1,0.25,0.7,2.0,D60_hotspot,31.28593012120719,32.17758058738692,32.198718399807845,31.28639526077564,32.17805183432292,32.19919060988679,-0.7710973535851537,-0.012690612803805226,0.0,0.2,1.2005686032707188,0.0
16,0.75,6.1,0.25,0.7,2.0,D21_guard,2.102217055050133,1.3915418994079403,1.367709965643705,2.102232425909044,1.3915586879166426,1.3677274142579918,0.27409567432284276,0.007962930462249648,1.0,0.6666666666666666,0.7345165572467842,0.04878048780487805
17,1.0,5.9,0.15,0.55,2.0,D60_hotspot,31.28593012120719,32.17758058738692,32.243941475361446,31.28639526077564,32.17805183432292,32.244415740094304,-0.8047990551354062,-0.046392314354057586,0.0,0.4,1.350022542661185,0.0
17,1.0,5.9,0.15,0.55,2.0,D21_guard,2.102217055050133,1.3915418994079403,1.313224816316835,2.102232425909044,1.3915586879166426,1.3132437362975011,0.2922754297090448,0.026142685848451724,1.0,0.6666666666666666,0.7890084116781046,0.04878048780487805
18,1.0,5.9,0.15,0.7,2.0,D60_hotspot,31.28593012120719,32.17758058738692,32.22018695187549,31.28639526077564,32.17805183432292,32.22065993378741,-0.7924031186402613,-0.03399637785891277,0.0,0.2,1.2854843343119142,0.0
18,1.0,5.9,0.15,0.7,2.0,D21_guard,2.102217055050133,1.3915418994079403,1.3420872047575165,2.102232425909044,1.3915586879166426,1.3421052217008267,0.28264985824990363,0.01651711438931052,1.0,0.6666666666666666,0.7601419083072848,0.04878048780487805
19,1.0,5.9,0.25,0.55,2.0,D60_hotspot,31.28593012120719,32.17758058738692,32.23218722994398,31.28639526077564,32.17805183432292,32.232661126753165,-0.797722555082807,-0.03931581430145849,0.0,0.4,1.30365480191482,0.0
19,1.0,5.9,0.25,0.55,2.0,D21_guard,2.102217055050133,1.3915418994079403,1.3270176845317843,2.102232425909044,1.3915586879166426,1.3270363324820522,0.2876770641765222,0.021544320315929146,1.0,0.6666666666666666,0.7752143029502256,0.04878048780487805
20,1.0,5.9,0.25,0.7,2.0,D60_hotspot,31.28593012120719,32.17758058738692,32.21390963899658,31.28639526077564,32.17805183432292,32.214382424536744,-0.7890853604195626,-0.03067861963821404,0.0,0.2,1.258844997205577,0.0
20,1.0,5.9,0.25,0.7,2.0,D21_guard,2.102217055050133,1.3915418994079403,1.349572128642683,2.102232425909044,1.3915586879166426,1.3495899979389918,0.2801545234990214,0.014021779638428341,1.0,0.6666666666666666,0.7526563119564635,0.04878048780487805
21,1.0,6.1,0.15,0.55,2.0,D60_hotspot,31.28593012120719,32.17758058738692,32.23366290569935,31.28639526077564,32.17805183432292,32.2341368486833,-0.778238599265495,-0.0198318584841465,0.0,0.6,1.2484079402133403,0.0
21,1.0,6.1,0.15,0.55,2.0,D21_guard,2.102217055050133,1.3915418994079403,1.3291053260906338,2.102232425909044,1.3915586879166426,1.329123932553884,0.28698168119643397,0.020848937335840832,1.0,0.6666666666666666,0.7731264737208015,0.04878048780487805
22,1.0,6.1,0.15,0.7,2.0,D60_hotspot,31.28593012120719,32.17758058738692,32.21469719623214,31.28639526077564,32.17805183432292,32.21517000638672,-0.7767031104979577,-0.018296369716609192,0.0,0.4,1.2271742721657404,0.0
22,1.0,6.1,0.15,0.7,2.0,D21_guard,2.102217055050133,1.3915418994079403,1.3508326948660936,2.102232425909044,1.3915586879166426,1.3508505395284942,0.27973456056076845,0.013601816700175295,1.0,0.6666666666666666,0.7513956324075884,0.04878048780487805
23,1.0,6.1,0.25,0.55,2.0,D60_hotspot,31.28593012120719,32.17758058738692,32.21669812233824,31.28639526077564,32.17805183432292,32.2171715343789,-0.7745597465177106,-0.01615300573636218,0.0,0.6,1.229655657389813,0.0
23,1.0,6.1,0.25,0.55,2.0,D21_guard,2.102217055050133,1.3915418994079403,1.3459971846405367,2.102232425909044,1.3915586879166426,1.3460154582864305,0.2813496201109122,0.015216876250319178,1.0,0.6666666666666666,0.7562330963190078,0.04878048780487805
24,1.0,6.1,0.25,0.7,2.0,D60_hotspot,31.28593012120719,32.17758058738692,32.20565228366566,31.28639526077564,32.17805183432292,32.20612481093399,-0.775267638055378,-0.016860897274029476,0.0,0.2,1.2164416365717983,0.0
24,1.0,6.1,0.25,0.7,2.0,D21_guard,2.102217055050133,1.3915418994079403,1.3598793627877612,2.102232425909044,1.3915586879166426,1.3598970293522825,0.2767183191880038,0.01058557532741074,1.0,0.6666666666666666,0.7423481517416199,0.04878048780487805
