D,i,j,lambda_i,lambda_j,A_ij,abs_A_ij,gap_abs
16.0,6,2,1.117544759314015,0.7235184066641402,0.0026343959803592602,0.0026343959803592602,0.39402635264987484
16.0,6,3,1.117544759314015,0.7828254618572632,1.2623298846347453e-05,1.2623298846347453e-05,0.3347192974567519
16.0,6,4,1.117544759314015,0.8624419498952918,0.0009123129275950163,0.0009123129275950163,0.2551028094187233
16.0,6,5,1.117544759314015,0.9751654275720132,-4.807017639596474e-06,4.807017639596474e-06,0.1423793317420019
16.0,6,6,1.117544759314015,1.117544759314015,-0.00227650176583403,0.00227650176583403,0.0
16.0,6,7,1.117544759314015,1.2824233978375927,1.1503060473387243e-05,1.1503060473387243e-05,0.16487863852357765
16.0,6,8,1.117544759314015,1.469095779475048,-0.001807674674864628,0.001807674674864628,0.351551020161033
16.0,7,1,1.2824233978375927,0.6728274944424808,-9.972440269857086e-05,9.972440269857086e-05,0.6095959033951119
16.0,7,2,1.2824233978375927,0.7235184066641402,-1.6574813272672938e-05,1.6574813272672938e-05,0.5589049911734525
16.0,7,3,1.2824233978375927,0.7828254618572632,-5.943293101569467e-05,5.943293101569467e-05,0.49959793598032953
16.0,7,4,1.2824233978375927,0.8624419498952918,-7.50367681654123e-06,7.50367681654123e-06,0.41998144794230097
16.0,7,5,1.2824233978375927,0.9751654275720132,-9.581074117809468e-05,9.581074117809468e-05,0.30725797026557955
16.0,7,6,1.2824233978375927,1.117544759314015,1.1503060473387303e-05,1.1503060473387303e-05,0.16487863852357765
16.0,7,7,1.2824233978375927,1.2824233978375927,-0.00033806313418388204,0.00033806313418388204,0.0
16.0,7,8,1.2824233978375927,1.469095779475048,-1.1927563470580632e-05,1.1927563470580632e-05,0.18667238163745536
16.0,8,1,1.469095779475048,0.6728274944424808,8.539595987193973e-06,8.539595987193973e-06,0.7962682850325673
16.0,8,2,1.469095779475048,0.7235184066641402,0.002644385356704276,0.002644385356704276,0.7455773728109079
16.0,8,3,1.469095779475048,0.7828254618572632,-1.264222913975241e-05,1.264222913975241e-05,0.6862703176177849
16.0,8,4,1.469095779475048,0.8624419498952918,0.0009503911964649598,0.0009503911964649598,0.6066538295797563
16.0,8,5,1.469095779475048,0.9751654275720132,-9.076652325764031e-06,9.076652325764031e-06,0.4939303519030349
16.0,8,6,1.469095779475048,1.117544759314015,-0.0018076746748646277,0.0018076746748646277,0.351551020161033
16.0,8,7,1.469095779475048,1.2824233978375927,-1.1927563470580465e-05,1.1927563470580465e-05,0.18667238163745536
16.0,8,8,1.469095779475048,1.469095779475048,0.0011383372589141582,0.0011383372589141582,0.0
16.8,1,1,0.6707191581296017,0.6707191581296017,-0.0020358612191029475,0.0020358612191029475,0.0
16.8,1,2,0.6707191581296017,0.7194502665135476,2.6800918754421545e-16,2.6800918754421545e-16,0.0487311083839459
16.8,1,3,0.6707191581296017,0.7764650120267089,0.0002673253825715904,0.0002673253825715904,0.10574585389710722
16.8,1,4,0.6707191581296017,0.8512478436538091,-7.811522390819689e-16,7.811522390819689e-16,0.18052868552420742
16.8,1,5,0.6707191581296017,0.956677967159701,0.0022919884053085758,0.0022919884053085758,0.2859588090300993
16.8,1,6,0.6707191581296017,1.091071158155895,6.104767050274656e-16,6.104767050274656e-16,0.42035200002629325
16.8,1,7,0.6707191581296017,1.2475305542569932,0.00020645143096887747,0.00020645143096887747,0.5768113961273915
16.8,1,8,0.6707191581296017,1.424262392060196,3.6121977573168054e-16,3.6121977573168054e-16,0.7535432339305943
16.8,2,1,0.7194502665135476,0.6707191581296017,2.6805544017494277e-16,2.6805544017494277e-16,0.0487311083839459
16.8,2,2,0.7194502665135476,0.7194502665135476,-0.001645600663937965,0.001645600663937965,0.0
16.8,2,3,0.7194502665135476,0.7764650120267089,7.791529026814264e-16,7.791529026814264e-16,0.057014745513161325
16.8,2,4,0.7194502665135476,0.8512478436538091,-0.0031523258532858774,0.0031523258532858774,0.13179757714026152
16.8,2,5,0.7194502665135476,0.956677967159701,1.9808929191437378e-16,1.9808929191437378e-16,0.2372277006461534
16.8,2,6,0.7194502665135476,1.091071158155895,0.002870383469615827,0.002870383469615827,0.37162089164234735
16.8,2,7,0.7194502665135476,1.2475305542569932,1.8931401374527312e-17,1.8931401374527312e-17,0.5280802877434456
16.8,2,8,0.7194502665135476,1.424262392060196,0.0020676492814745073,0.0020676492814745073,0.7048121255466484
16.8,3,1,0.7764650120267089,0.6707191581296017,0.0002673253825715905,0.0002673253825715905,0.10574585389710722
16.8,3,2,0.7764650120267089,0.7194502665135476,7.792343076096885e-16,7.792343076096885e-16,0.057014745513161325
16.8,3,3,0.7764650120267089,0.7764650120267089,0.0014318980647277716,0.0014318980647277716,0.0
16.8,3,4,0.7764650120267089,0.8512478436538091,5.675870229047703e-16,5.675870229047703e-16,0.0747828316271002
16.8,3,5,0.7764650120267089,0.956677967159701,0.0038234830550950318,0.0038234830550950318,0.18021295513299207
16.8,3,6,0.7764650120267089,1.091071158155895,-2.8506050886112185e-16,2.8506050886112185e-16,0.314606146129186
16.8,3,7,0.7764650120267089,1.2475305542569932,0.0005722129866899822,0.0005722129866899822,0.4710655422302843
16.8,3,8,0.7764650120267089,1.424262392060196,-3.378697167595557e-16,3.378697167595557e-16,0.6477973800334871
16.8,4,1,0.8512478436538091,0.6707191581296017,-7.811409571685207e-16,7.811409571685207e-16,0.18052868552420742
16.8,4,2,0.8512478436538091,0.7194502665135476,-0.003152325853285877,0.003152325853285877,0.13179757714026152
16.8,4,3,0.8512478436538091,0.7764650120267089,5.675455182902633e-16,5.675455182902633e-16,0.0747828316271002
16.8,4,4,0.8512478436538091,0.8512478436538091,0.0019361401162657868,0.0019361401162657868,0.0
16.8,4,5,0.8512478436538091,0.956677967159701,5.521582467473164e-16,5.521582467473164e-16,0.10543012350589187
16.8,4,6,0.8512478436538091,1.091071158155895,-0.001231621892285472,0.001231621892285472,0.23982331450208583
16.8,4,7,0.8512478436538091,1.2475305542569932,7.721898677319935e-17,7.721898677319935e-17,0.3962827106031841
16.8,4,8,0.8512478436538091,1.424262392060196,-0.0008654169280900712,0.0008654169280900712,0.5730145484063869
16.8,5,1,0.956677967159701,0.6707191581296017,0.0022919884053085758,0.0022919884053085758,0.2859588090300993
16.8,5,2,0.956677967159701,0.7194502665135476,1.981495766371437e-16,1.981495766371437e-16,0.2372277006461534
16.8,5,3,0.956677967159701,0.7764650120267089,0.0038234830550950313,0.0038234830550950313,0.18021295513299207
16.8,5,4,0.956677967159701,0.8512478436538091,5.521687254715205e-16,5.521687254715205e-16,0.10543012350589187
16.8,5,5,0.956677967159701,0.956677967159701,-0.0009056377872048708,0.0009056377872048708,0.0
16.8,5,6,0.956677967159701,1.091071158155895,4.150529329718842e-17,4.150529329718842e-17,0.13439319099619396
16.8,5,7,0.956677967159701,1.2475305542569932,-0.00022273676671458995,0.00022273676671458995,0.2908525870972922
16.8,5,8,0.956677967159701,1.424262392060196,9.455046005488785e-17,9.455046005488785e-17,0.467584424900495
16.8,6,1,1.091071158155895,0.6707191581296017,6.105276361892677e-16,6.105276361892677e-16,0.42035200002629325
16.8,6,2,1.091071158155895,0.7194502665135476,0.0028703834696158265,0.0028703834696158265,0.37162089164234735
16.8,6,3,1.091071158155895,0.7764650120267089,-2.8509362432282666e-16,2.8509362432282666e-16,0.314606146129186
16.8,6,4,1.091071158155895,0.8512478436538091,-0.0012316218922854719,0.0012316218922854719,0.23982331450208583
16.8,6,5,1.091071158155895,0.956677967159701,4.1512175640176154e-17,4.1512175640176154e-17,0.13439319099619396
16.8,6,6,1.091071158155895,1.091071158155895,-0.0023097558248753734,0.0023097558248753734,0.0
16.8,6,7,1.091071158155895,1.2475305542569932,7.860646084842277e-19,7.860646084842277e-19,0.15645939610109827
16.8,6,8,1.091071158155895,1.424262392060196,-0.0012721704229085463,0.0012721704229085463,0.33319123390430105
16.8,7,1,1.2475305542569932,0.6707191581296017,0.00020645143096887752,0.00020645143096887752,0.5768113961273915
16.8,7,2,1.2475305542569932,0.7194502665135476,1.901137837242432e-17,1.901137837242432e-17,0.5280802877434456
16.8,7,3,1.2475305542569932,0.7764650120267089,0.0005722129866899822,0.0005722129866899822,0.4710655422302843
16.8,7,4,1.2475305542569932,0.8512478436538091,7.71289767010289e-17,7.71289767010289e-17,0.3962827106031841
16.8,7,5,1.2475305542569932,0.956677967159701,-0.0002227367667145899,0.0002227367667145899,0.2908525870972922
16.8,7,6,1.2475305542569932,1.091071158155895,9.379782423979843e-19,9.379782423979843e-19,0.15645939610109827
16.8,7,7,1.2475305542569932,1.2475305542569932,-0.0007825988384372865,0.0007825988384372865,0.0
16.8,7,8,1.2475305542569932,1.424262392060196,7.260809442333016e-17,7.260809442333016e-17,0.17673183780320278
16.8,8,1,1.424262392060196,0.6707191581296017,3.612109436463442e-16,3.612109436463442e-16,0.7535432339305943
16.8,8,2,1.424262392060196,0.7194502665135476,0.0020676492814745073,0.0020676492814745073,0.7048121255466484
16.8,8,3,1.424262392060196,0.7764650120267089,-3.379511332234797e-16,3.379511332234797e-16,0.6477973800334871
16.8,8,4,1.424262392060196,0.8512478436538091,-0.0008654169280900712,0.0008654169280900712,0.5730145484063869
16.8,8,5,1.424262392060196,0.956677967159701,9.459384898465863e-17,9.459384898465863e-17,0.467584424900495
16.8,8,6,1.424262392060196,1.091071158155895,-0.0012721704229085465,0.0012721704229085465,0.33319123390430105
16.8,8,7,1.424262392060196,1.2475305542569932,7.272645646614275e-17,7.272645646614275e-17,0.17673183780320278
16.8,8,8,1.424262392060196,1.424262392060196,0.0009876605687569352,0.0009876605687569352,0.0
17.6,1,1,0.6687655269338149,0.6687655269338149,-0.001916059354302409,0.001916059354302409,0.0
17.6,1,2,0.6687655269338149,0.7156075822656196,-1.1097842896170542e-06,1.1097842896170542e-06,0.046842055331804744
17.6,1,3,0.6687655269338149,0.7705346354770417,9.596986142156471e-05,9.596986142156471e-05,0.10176910854322685
17.6,1,4,0.6687655269338149,0.8410328791269785,4.2315897920936646e-06,4.2315897920936646e-06,0.1722673521931637
17.6,1,5,0.6687655269338149,0.9397742780771083,-0.002148899623431818,0.002148899623431818,0.2710087511432935
17.6,1,6,0.6687655269338149,1.0666666531362765,3.4280962856124775e-06,3.4280962856124775e-06,0.39790112620246165
17.6,1,7,0.6687655269338149,1.2152892535634985,0.00045654691016726285,0.00045654691016726285,0.5465237266296836
17.6,1,8,0.6687655269338149,1.3829998650475,8.323401023169336e-06,8.323401023169336e-06,0.7142343381136851
17.6,2,1,0.7156075822656196,0.6687655269338149,-1.1097842896170593e-06,1.1097842896170593e-06,0.046842055331804744
17.6,2,2,0.7156075822656196,0.7156075822656196,-0.0017522308826301105,0.0017522308826301105,0.0
17.6,2,3,0.7156075822656196,0.7705346354770417,-8.215977197280817e-06,8.215977197280817e-06,0.054927053211422106
17.6,2,4,0.7156075822656196,0.8410328791269785,-0.0028090215987910186,0.0028090215987910186,0.12542529686135895
17.6,2,5,0.7156075822656196,0.9397742780771083,1.8192418579458675e-06,1.8192418579458675e-06,0.22416669581148874
17.6,2,6,0.7156075822656196,1.0666666531362765,0.003026796613677894,0.003026796613677894,0.3510590708706569
17.6,2,7,0.7156075822656196,1.2152892535634985,1.3165619274608424e-05,1.3165619274608424e-05,0.4996816712978789
17.6,2,8,0.7156075822656196,1.3829998650475,-0.0015105286763242947,0.0015105286763242947,0.6673922827818803
17.6,3,1,0.7705346354770417,0.6687655269338149,9.596986142156463e-05,9.596986142156463e-05,0.10176910854322685
17.6,3,2,0.7705346354770417,0.7156075822656196,-8.215977197280893e-06,8.215977197280893e-06,0.054927053211422106
17.6,3,3,0.7705346354770417,0.7705346354770417,0.0011547791708039878,0.0011547791708039878,0.0
17.6,3,4,0.7705346354770417,0.8410328791269785,4.4714498977287305e-06,4.4714498977287305e-06,0.07049824364993684
17.6,3,5,0.7705346354770417,0.9397742780771083,-0.0038380348570024934,0.0038380348570024934,0.16923964260006663
17.6,3,6,0.7705346354770417,1.0666666531362765,9.364638195274736e-06,9.364638195274736e-06,0.2961320176592348
17.6,3,7,0.7705346354770417,1.2152892535634985,0.0010486075436501078,0.0010486075436501078,0.4447546180864568
17.6,3,8,0.7705346354770417,1.3829998650475,1.5588327807412742e-05,1.5588327807412742e-05,0.6124652295704582
17.6,4,1,0.8410328791269785,0.6687655269338149,4.231589792093661e-06,4.231589792093661e-06,0.1722673521931637
17.6,4,2,0.8410328791269785,0.7156075822656196,-0.0028090215987910173,0.0028090215987910173,0.12542529686135895
17.6,4,3,0.8410328791269785,0.7705346354770417,4.47144989772868e-06,4.47144989772868e-06,0.07049824364993684
17.6,4,4,0.8410328791269785,0.8410328791269785,0.0020624409413606336,0.0020624409413606336,0.0
17.6,4,5,0.8410328791269785,0.9397742780771083,1.0273319411141375e-05,1.0273319411141375e-05,0.09874139895012979
17.6,4,6,0.8410328791269785,1.0666666531362765,-0.0015445227903751197,0.0015445227903751197,0.22563377400929796
17.6,4,7,0.8410328791269785,1.2152892535634985,-1.0666814400995452e-05,1.0666814400995452e-05,0.37425637443651993
17.6,4,8,0.8410328791269785,1.3829998650475,0.0007029089998059801,0.0007029089998059801,0.5419669859205214
17.6,5,1,0.9397742780771083,0.6687655269338149,-0.002148899623431818,0.002148899623431818,0.2710087511432935
17.6,5,2,0.9397742780771083,0.7156075822656196,1.8192418579458218e-06,1.8192418579458218e-06,0.22416669581148874
17.6,5,3,0.9397742780771083,0.7705346354770417,-0.0038380348570024934,0.0038380348570024934,0.16923964260006663
17.6,5,4,0.9397742780771083,0.8410328791269785,1.0273319411141396e-05,1.0273319411141396e-05,0.09874139895012979
17.6,5,5,0.9397742780771083,0.9397742780771083,-0.0004933222599340075,0.0004933222599340075,0.0
17.6,5,6,0.9397742780771083,1.0666666531362765,-8.499429222580788e-06,8.499429222580788e-06,0.12689237505916817
17.6,5,7,0.9397742780771083,1.2152892535634985,0.00024908295520242445,0.00024908295520242445,0.27551497548639015
17.6,5,8,0.9397742780771083,1.3829998650475,4.281879908547505e-06,4.281879908547505e-06,0.4432255869703916
17.6,6,1,1.0666666531362765,0.6687655269338149,3.4280962856124186e-06,3.4280962856124186e-06,0.39790112620246165
17.6,6,2,1.0666666531362765,0.7156075822656196,0.0030267966136778937,0.0030267966136778937,0.3510590708706569
17.6,6,3,1.0666666531362765,0.7705346354770417,9.364638195274824e-06,9.364638195274824e-06,0.2961320176592348
17.6,6,4,1.0666666531362765,0.8410328791269785,-0.0015445227903751197,0.0015445227903751197,0.22563377400929796
17.6,6,5,1.0666666531362765,0.9397742780771083,-8.499429222580797e-06,8.499429222580797e-06,0.12689237505916817
17.6,6,6,1.0666666531362765,1.0666666531362765,-0.00224750340635481,0.00224750340635481,0.0
17.6,6,7,1.0666666531362765,1.2152892535634985,-5.937479790847585e-06,5.937479790847585e-06,0.14862260042722197
17.6,6,8,1.0666666531362765,1.3829998650475,0.0007938971469298649,0.0007938971469298649,0.31633321191122343
17.6,7,1,1.2152892535634985,0.6687655269338149,0.0004565469101672628,0.0004565469101672628,0.5465237266296836
17.6,7,2,1.2152892535634985,0.7156075822656196,1.3165619274608478e-05,1.3165619274608478e-05,0.4996816712978789
17.6,7,3,1.2152892535634985,0.7705346354770417,0.0010486075436501076,0.0010486075436501076,0.4447546180864568
17.6,7,4,1.2152892535634985,0.8410328791269785,-1.066681440099543e-05,1.066681440099543e-05,0.37425637443651993
17.6,7,5,1.2152892535634985,0.9397742780771083,0.00024908295520242434,0.00024908295520242434,0.27551497548639015
17.6,7,6,1.2152892535634985,1.0666666531362765,-5.937479790847519e-06,5.937479790847519e-06,0.14862260042722197
17.6,7,7,1.2152892535634985,1.2152892535634985,-0.00117294952525593,0.00117294952525593,0.0
17.6,7,8,1.2152892535634985,1.3829998650475,-1.3943831068739824e-05,1.3943831068739824e-05,0.16771061148400146
17.6,8,1,1.3829998650475,0.6687655269338149,8.323401023169343e-06,8.323401023169343e-06,0.7142343381136851
17.6,8,2,1.3829998650475,0.7156075822656196,-0.001510528676324295,0.001510528676324295,0.6673922827818803
17.6,8,3,1.3829998650475,0.7705346354770417,1.5588327807412705e-05,1.5588327807412705e-05,0.6124652295704582
17.6,8,4,1.3829998650475,0.8410328791269785,0.0007029089998059801,0.0007029089998059801,0.5419669859205214
17.6,8,5,1.3829998650475,0.9397742780771083,4.281879908547471e-06,4.281879908547471e-06,0.4432255869703916
17.6,8,6,1.3829998650475,1.0666666531362765,0.0007938971469298649,0.0007938971469298649,0.31633321191122343
17.6,8,7,1.3829998650475,1.2152892535634985,-1.3943831068739834e-05,1.3943831068739834e-05,0.16771061148400146
17.6,8,8,1.3829998650475,1.3829998650475,0.0007335053150441791,0.0007335053150441791,0.0
18.4,1,1,0.6669643237777252,0.6669643237777252,-0.0018035518390205122,0.0018035518390205122,0.0
18.4,1,2,0.6669643237777252,0.7120526327566103,-8.647977343647844e-07,8.647977343647844e-07,0.04508830897888516
18.4,1,3,0.6669643237777252,0.7652088668167862,5.516117624786742e-05,5.516117624786742e-05,0.09824454303906105
18.4,1,4,0.6669643237777252,0.8320723249749158,4.203937662639822e-06,4.203937662639822e-06,0.1651080011971906
18.4,1,5,0.6669643237777252,0.9248412003917021,0.001996866992275347,0.001996866992275347,0.25787687661397696
18.4,1,6,0.6669643237777252,1.0448846504771163,-2.5546833345078744e-06,2.5546833345078744e-06,0.37792032669939113
18.4,1,7,0.6669643237777252,1.1864540740406202,0.0006671850992175583,0.0006671850992175583,0.519489750262895
18.4,1,8,0.6669643237777252,1.34627156497989,7.886611847732029e-06,7.886611847732029e-06,0.6793072412021648
18.4,2,1,0.7120526327566103,0.6669643237777252,-8.647977343647577e-07,8.647977343647577e-07,0.04508830897888516
18.4,2,2,0.7120526327566103,0.7120526327566103,-0.0018396756549517335,0.0018396756549517335,0.0
18.4,2,3,0.7120526327566103,0.7652088668167862,7.464773572676575e-06,7.464773572676575e-06,0.05315623406017589
18.4,2,4,0.7120526327566103,0.8320723249749158,-0.0024660009724265576,0.0024660009724265576,0.12001969221830544
18.4,2,5,0.7120526327566103,0.9248412003917021,-2.715614176114074e-06,2.715614176114074e-06,0.2127885676350918
18.4,2,6,0.7120526327566103,1.0448846504771163,-0.0031264928952305744,0.0031264928952305744,0.33283201772050597
18.4,2,7,0.7120526327566103,1.1864540740406202,1.137897046020542e-05,1.137897046020542e-05,0.47440144128400985
18.4,2,8,0.7120526327566103,1.34627156497989,-0.0009627487292547452,0.0009627487292547452,0.6342189322232796
18.4,3,1,0.7652088668167862,0.6669643237777252,5.516117624786751e-05,5.516117624786751e-05,0.09824454303906105
18.4,3,2,0.7652088668167862,0.7120526327566103,7.4647735726765815e-06,7.4647735726765815e-06,0.05315623406017589
18.4,3,3,0.7652088668167862,0.7652088668167862,0.000867551343096986,0.000867551343096986,0.0
18.4,3,4,0.7652088668167862,0.8320723249749158,-5.783080506618999e-06,5.783080506618999e-06,0.06686345815812955
18.4,3,5,0.7652088668167862,0.9248412003917021,-0.003806976749800741,0.003806976749800741,0.1596323335749159
18.4,3,6,0.7652088668167862,1.0448846504771163,7.612159617783904e-06,7.612159617783904e-06,0.2796757836603301
18.4,3,7,0.7652088668167862,1.1864540740406202,-0.0015057833775267116,0.0015057833775267116,0.42124520722383396
18.4,3,8,0.7652088668167862,1.34627156497989,-1.609642520962925e-05,1.609642520962925e-05,0.5810626981631037
18.4,4,1,0.8320723249749158,0.6669643237777252,4.203937662639818e-06,4.203937662639818e-06,0.1651080011971906
18.4,4,2,0.8320723249749158,0.7120526327566103,-0.0024660009724265576,0.0024660009724265576,0.12001969221830544
18.4,4,3,0.8320723249749158,0.7652088668167862,-5.783080506619149e-06,5.783080506619149e-06,0.06686345815812955
18.4,4,4,0.8320723249749158,0.8320723249749158,0.002131460206789089,0.002131460206789089,0.0
18.4,4,5,0.8320723249749158,0.9248412003917021,-8.8363545537246e-06,8.8363545537246e-06,0.09276887541678636
18.4,4,6,0.8320723249749158,1.0448846504771163,0.0018595509905267624,0.0018595509905267624,0.21281232550220053
18.4,4,7,0.8320723249749158,1.1864540740406202,-1.151216621233973e-05,1.151216621233973e-05,0.3543817490657044
18.4,4,8,0.8320723249749158,1.34627156497989,0.00046219558623322455,0.00046219558623322455,0.5141992400049742
18.4,5,1,0.9248412003917021,0.6669643237777252,0.001996866992275347,0.001996866992275347,0.25787687661397696
18.4,5,2,0.9248412003917021,0.7120526327566103,-2.7156141761140145e-06,2.7156141761140145e-06,0.2127885676350918
18.4,5,3,0.9248412003917021,0.7652088668167862,-0.003806976749800741,0.003806976749800741,0.1596323335749159
18.4,5,4,0.9248412003917021,0.8320723249749158,-8.836354553724577e-06,8.836354553724577e-06,0.09276887541678636
18.4,5,5,0.9248412003917021,0.9248412003917021,-8.124241835182472e-05,8.124241835182472e-05,0.0
18.4,5,6,0.9248412003917021,1.0448846504771163,-9.707417169260047e-06,9.707417169260047e-06,0.12004345008541417
18.4,5,7,0.9248412003917021,1.1864540740406202,-0.00018339903703557873,0.00018339903703557873,0.26161287364891805
18.4,5,8,0.9248412003917021,1.34627156497989,-1.5932623959203957e-06,1.5932623959203957e-06,0.42143036458818783
18.4,6,1,1.0448846504771163,0.6669643237777252,-2.5546833345078447e-06,2.5546833345078447e-06,0.37792032669939113
18.4,6,2,1.0448846504771163,0.7120526327566103,-0.0031264928952305735,0.0031264928952305735,0.33283201772050597
18.4,6,3,1.0448846504771163,0.7652088668167862,7.612159617783817e-06,7.612159617783817e-06,0.2796757836603301
18.4,6,4,1.0448846504771163,0.8320723249749158,0.0018595509905267624,0.0018595509905267624,0.21281232550220053
18.4,6,5,1.0448846504771163,0.9248412003917021,-9.707417169260042e-06,9.707417169260042e-06,0.12004345008541417
18.4,6,6,1.0448846504771163,1.0448846504771163,-0.0021004734778860496,0.0021004734778860496,0.0
18.4,6,7,1.0448846504771163,1.1864540740406202,3.0543361832615623e-06,3.0543361832615623e-06,0.14156942356350388
18.4,6,8,1.0448846504771163,1.34627156497989,-0.0003736358148917398,0.0003736358148917398,0.30138691450277366
18.4,7,1,1.1864540740406202,0.6669643237777252,0.0006671850992175583,0.0006671850992175583,0.519489750262895
18.4,7,2,1.1864540740406202,0.7120526327566103,1.137897046020553e-05,1.137897046020553e-05,0.47440144128400985
18.4,7,3,1.1864540740406202,0.7652088668167862,-0.0015057833775267114,0.0015057833775267114,0.42124520722383396
18.4,7,4,1.1864540740406202,0.8320723249749158,-1.1512166212339711e-05,1.1512166212339711e-05,0.3543817490657044
18.4,7,5,1.1864540740406202,0.9248412003917021,-0.00018339903703557873,0.00018339903703557873,0.26161287364891805
18.4,7,6,1.1864540740406202,1.0448846504771163,3.054336183261662e-06,3.054336183261662e-06,0.14156942356350388
18.4,7,7,1.1864540740406202,1.1864540740406202,-0.0015101712509899559,0.0015101712509899559,0.0
18.4,7,8,1.1864540740406202,1.34627156497989,-1.344419525832461e-05,1.344419525832461e-05,0.15981749093926978
18.4,8,1,1.34627156497989,0.6669643237777252,7.886611847731978e-06,7.886611847731978e-06,0.6793072412021648
18.4,8,2,1.34627156497989,0.7120526327566103,-0.0009627487292547451,0.0009627487292547451,0.6342189322232796
18.4,8,3,1.34627156497989,0.7652088668167862,-1.6096425209629405e-05,1.6096425209629405e-05,0.5810626981631037
18.4,8,4,1.34627156497989,0.8320723249749158,0.00046219558623322444,0.00046219558623322444,0.5141992400049742
18.4,8,5,1.34627156497989,0.9248412003917021,-1.5932623959204175e-06,1.5932623959204175e-06,0.42143036458818783
18.4,8,6,1.34627156497989,1.0448846504771163,-0.00037363581489173984,0.00037363581489173984,0.30138691450277366
18.4,8,7,1.34627156497989,1.1864540740406202,-1.3444195258324619e-05,1.3444195258324619e-05,0.15981749093926978
18.4,8,8,1.34627156497989,1.34627156497989,0.00038998321295898155,0.00038998321295898155,0.0
19.200000000000003,1,1,0.6652792876061804,0.6652792876061804,-0.0016965690562035793,0.0016965690562035793,0.0
19.200000000000003,1,2,0.6652792876061804,0.7086107128966834,-3.940631780517279e-16,3.940631780517279e-16,0.043331425290503045
19.200000000000003,1,3,0.6652792876061804,0.7599747381471427,0.00017688409440969245,0.00017688409440969245,0.09469545054096229
19.200000000000003,1,4,0.6652792876061804,0.8234451035069126,-3.42859831978307e-16,3.42859831978307e-16,0.1581658159007322
19.200000000000003,1,5,0.6652792876061804,0.910607331669187,0.0018430165783744944,0.0018430165783744944,0.24532804406300657
19.200000000000003,1,6,0.6652792876061804,1.0240232303718122,-2.844380367330078e-16,2.844380367330078e-16,0.3587439427656318
19.200000000000003,1,7,0.6652792876061804,1.1586709189574644,0.0008200550354506679,0.0008200550354506679,0.49339163135128405
19.200000000000003,1,8,0.6652792876061804,1.3108797942105404,-2.3655697827707134e-17,2.3655697827707134e-17,0.64560050660436
19.200000000000003,2,1,0.7086107128966834,0.6652792876061804,-3.940132501537661e-16,3.940132501537661e-16,0.043331425290503045
19.200000000000003,2,2,0.7086107128966834,0.7086107128966834,-0.0018929898391914662,0.0018929898391914662,0.0
19.200000000000003,2,3,0.7086107128966834,0.7599747381471427,-3.6130708671783764e-16,3.6130708671783764e-16,0.051364025250459244
19.200000000000003,2,4,0.7086107128966834,0.8234451035069126,0.0021466053725506043,0.0021466053725506043,0.11483439061022915
19.200000000000003,2,5,0.7086107128966834,0.910607331669187,3.001441934126352e-16,3.001441934126352e-16,0.20199661877250352
19.200000000000003,2,6,0.7086107128966834,1.0240232303718122,-0.0031548519109707287,0.0031548519109707287,0.3154125174751288
19.200000000000003,2,7,0.7086107128966834,1.1586709189574644,3.4153313398761775e-16,3.4153313398761775e-16,0.450060206060781
19.200000000000003,2,8,0.7086107128966834,1.3108797942105404,0.00048695766870538186,0.00048695766870538186,0.6022690813138569
19.200000000000003,3,1,0.7599747381471427,0.6652792876061804,0.0001768840944096923,0.0001768840944096923,0.09469545054096229
19.200000000000003,3,2,0.7599747381471427,0.7086107128966834,-3.6128812773659594e-16,3.6128812773659594e-16,0.051364025250459244
19.200000000000003,3,3,0.7599747381471427,0.7599747381471427,0.0006023666016841424,0.0006023666016841424,0.0
19.200000000000003,3,4,0.7599747381471427,0.8234451035069126,5.697700204743687e-16,5.697700204743687e-16,0.06347036535976991
19.200000000000003,3,5,0.7599747381471427,0.910607331669187,-0.0037233984825028477,0.0037233984825028477,0.15063259352204428
19.200000000000003,3,6,0.7599747381471427,1.0240232303718122,-2.6045104662764554e-16,2.6045104662764554e-16,0.26404849222466953
19.200000000000003,3,7,0.7599747381471427,1.1586709189574644,-0.00188164901682669,0.00188164901682669,0.39869618081032177
19.200000000000003,3,8,0.7599747381471427,1.3108797942105404,-5.059014122635532e-17,5.059014122635532e-17,0.5509050560633977
19.200000000000003,4,1,0.8234451035069126,0.6652792876061804,-3.428461470770002e-16,3.428461470770002e-16,0.1581658159007322
19.200000000000003,4,2,0.8234451035069126,0.7086107128966834,0.002146605372550604,0.002146605372550604,0.11483439061022915
19.200000000000003,4,3,0.8234451035069126,0.7599747381471427,5.699750774368741e-16,5.699750774368741e-16,0.06347036535976991
19.200000000000003,4,4,0.8234451035069126,0.8234451035069126,0.002140434809136032,0.002140434809136032,0.0
19.200000000000003,4,5,0.8234451035069126,0.910607331669187,1.0519706757861547e-16,1.0519706757861547e-16,0.08716222816227437
19.200000000000003,4,6,0.8234451035069126,1.0240232303718122,-0.0021235346079613105,0.0021235346079613105,0.20057812686489962
19.200000000000003,4,7,0.8234451035069126,1.1586709189574644,2.751769745032953e-16,2.751769745032953e-16,0.33522581545055186
19.200000000000003,4,8,0.8234451035069126,1.3108797942105404,0.00019064448710519373,0.00019064448710519373,0.48743469070362777
19.200000000000003,5,1,0.910607331669187,0.6652792876061804,0.0018430165783744944,0.0018430165783744944,0.24532804406300657
