config,zmax,Nz,dz,D,n_negative_sturm,E1,E2,E3,E4,E5,E6,E3_positive,E4_positive,supports_N4_bound
box100_dz002,100.0,10001.0,0.01999999999999602,13.0,2.0,-0.4788521896059409,-0.47867013640792533,0.004223421926238616,0.00422350536378419,0.008559366939147783,0.008560363375155238,1.0,1.0,0.0
box100_dz002,100.0,10001.0,0.01999999999999602,14.0,2.0,-0.47951973510510837,-0.4794299660482909,0.00423256316321421,0.004232641181345197,0.00859614564184788,0.00859707728654686,1.0,1.0,0.0
box100_dz002,100.0,10001.0,0.01999999999999602,15.0,2.0,-0.4801146044438257,-0.48007031637845177,0.004242326368908833,0.004242399714336409,0.008634890500644688,0.00863576764913027,1.0,1.0,0.0
box100_dz002,100.0,10001.0,0.01999999999999602,16.0,2.0,-0.48064317139844176,-0.4806213114650229,0.0042527088871590416,0.004252778166136166,0.008675564810782913,0.008676395879110989,1.0,1.0,0.0
box100_dz002,100.0,10001.0,0.01999999999999602,17.0,2.0,-0.48111347069126154,-0.4811026765300337,0.004263708529369086,0.004263774241353678,0.008718136521788964,0.008718928519556336,1.0,1.0,0.0
box100_dz002,100.0,10001.0,0.01999999999999602,18.0,2.0,-0.48153337700551957,-0.4815280450438687,0.004275323564236339,0.004275386129294978,0.00876257788675229,0.008763336765780297,1.0,1.0,0.0
box100_dz002,100.0,10001.0,0.01999999999999602,19.0,2.0,-0.48190993602326426,-0.4819073013536185,0.004287552717400243,0.004287612491788063,0.008808865172189418,0.008809596067770585,1.0,1.0,0.0
box100_dz002,100.0,10001.0,0.01999999999999602,20.0,2.0,-0.4822492036630809,-0.4822479014183455,0.004300395169486418,0.004300452457323774,0.008856978384370598,0.00885768580473195,1.0,1.0,0.0
box80_coarse,80.0,4001.0,0.04000000000000625,4.0,2.0,-0.5059271136282746,-0.39108006948097834,0.0056366640725545565,0.005637918895342448,0.011839879816569941,0.01185302424901365,1.0,1.0,0.0
box80_coarse,80.0,4001.0,0.04000000000000625,5.0,2.0,-0.488217148563453,-0.4335478504929888,0.005645033161739554,0.005645958807255966,0.011882560019307448,0.011892150631041175,1.0,1.0,0.0
box80_coarse,80.0,4001.0,0.04000000000000625,6.0,2.0,-0.4803280231282676,-0.4538946018866258,0.005654945946032141,0.005655690324530192,0.011931039596959434,0.01193867361267368,1.0,1.0,0.0
box80_coarse,80.0,4001.0,0.04000000000000625,7.0,2.0,-0.47721069270857175,-0.4643281605787264,0.005666374092453359,0.005667002379676791,0.011985007612603274,0.011991396400624877,1.0,1.0,0.0
box80_coarse,80.0,4001.0,0.04000000000000625,8.0,2.0,-0.47647038516077755,-0.4701680180653055,0.005679292111690656,0.005679838838450647,0.012044194706856916,0.012049718580433978,1.0,1.0,0.0
box80_coarse,80.0,4001.0,0.04000000000000625,9.0,2.0,-0.4767086643890266,-0.4736176343182457,0.0056936786528877514,0.005694164732571393,0.012108381564098148,0.012113272378051529,1.0,1.0,0.0
box80_coarse,80.0,4001.0,0.04000000000000625,10.0,2.0,-0.4774252092834975,-0.475907315944852,0.005709514186613097,0.00570995313219675,0.012177373280671849,0.012181782117077829,1.0,1.0,0.0
box80_coarse,80.0,4001.0,0.04000000000000625,11.0,2.0,-0.47820108823133634,-0.4774546365034284,0.005726782943286045,0.005727184264757515,0.01225101469369851,0.012255048496206407,1.0,1.0,0.0
box80_coarse,80.0,4001.0,0.04000000000000625,12.0,2.0,-0.4790325919141578,-0.47866531939758467,0.0057454703974387095,0.005745840889856614,0.01232916490845976,0.012332900982953102,1.0,1.0,0.0
box80_coarse,80.0,4001.0,0.04000000000000625,13.0,2.0,-0.4797427121549638,-0.4795617994851836,0.0057655656627459435,0.005765910564638037,0.012411716907344083,0.012415215366821055,1.0,1.0,0.0
box80_coarse,80.0,4001.0,0.04000000000000625,14.0,2.0,-0.48044258062397627,-0.480353451046006,0.005787058676594141,0.005787381956176845,0.012498570983532492,0.012501878301956058,1.0,1.0,0.0
box80_coarse,80.0,4001.0,0.04000000000000625,15.0,2.0,-0.48100643997864834,-0.48096248360371363,0.0058099430050843615,0.005810247924027623,0.012589657743834474,0.01259281277411356,1.0,1.0,0.0
box80_coarse,80.0,4001.0,0.04000000000000625,16.0,2.0,-0.4815670578220663,-0.48154538135520075,0.005834212687006709,0.0058345018084621945,0.012684909950032228,0.012687944385034428,1.0,1.0,0.0
box80_coarse,80.0,4001.0,0.04000000000000625,17.0,2.0,-0.4820061261522386,-0.4819954260587751,0.005859865444547835,0.00586014098202294,0.01278428850966229,0.012787230650443255,1.0,1.0,0.0
box80_coarse,80.0,4001.0,0.04000000000000625,18.0,2.0,-0.4824579660646562,-0.482452685622731,0.005886899156871535,0.0058871628940953226,0.01288775246460844,0.01289062664607573,1.0,1.0,0.0
box80_coarse,80.0,4001.0,0.04000000000000625,19.0,2.0,-0.48280318199508676,-0.48280057351358463,0.005915315486724464,0.005915569029857695,0.012995287756356107,0.012998117198972283,1.0,1.0,0.0
box80_coarse,80.0,4001.0,0.04000000000000625,20.0,2.0,-0.4831743230302772,-0.48317303502073794,0.005945115962653154,0.005945360628878927,0.013106875182741576,0.013109681064013282,1.0,1.0,0.0
box80_fine,80.0,12001.0,0.013333333333335418,4.0,2.0,-0.5048965308092661,-0.38992159890585654,0.005636667953605944,0.005637927450816066,0.011839919476297462,0.011853111474407247,1.0,1.0,0.0
box80_fine,80.0,12001.0,0.013333333333335418,5.0,2.0,-0.48721033317781226,-0.4324464340125589,0.0056450373622206045,0.005645966115870689,0.011882602213153431,0.011892224127174097,1.0,1.0,0.0
box80_fine,80.0,12001.0,0.013333333333335418,6.0,2.0,-0.47927824457511936,-0.4527792605539005,0.005654950659413193,0.005655697499353619,0.011931086124036736,0.011938744682550136,1.0,1.0,0.0
box80_fine,80.0,12001.0,0.013333333333335418,7.0,2.0,-0.4761799334506088,-0.46325732431731126,0.005666379102324363,0.005667009356357127,0.011985056219531389,0.011991464446652696,1.0,1.0,0.0
box80_fine,80.0,12001.0,0.013333333333335418,8.0,2.0,-0.47539969255788533,-0.469072483716878,0.005679297658082777,0.0056798461113725125,0.012044247603977543,0.012049788419098411,1.0,1.0,0.0
box80_fine,80.0,12001.0,0.013333333333335418,9.0,2.0,-0.4756630211509828,-0.4725579268916211,0.005693684479551514,0.0056941720321181215,0.012108436219512792,0.012113341420501385,1.0,1.0,0.0
box80_fine,80.0,12001.0,0.013333333333335418,10.0,2.0,-0.47634411121913955,-0.47481796412528443,0.005709520583150336,0.0057099608810412174,0.012177432264196843,0.012181854278089519,1.0,1.0,0.0
box80_fine,80.0,12001.0,0.013333333333335418,11.0,2.0,-0.4771487425647596,-0.4763978057254257,0.0057267896079750726,0.005727192123799222,0.012251075197981054,0.012255120624045853,1.0,1.0,0.0
box80_fine,80.0,12001.0,0.013333333333335418,12.0,2.0,-0.4779469433890555,-0.47757711964121985,0.005745477665542075,0.005745849284104047,0.01232922982988809,0.012332976889155967,1.0,1.0,0.0
box80_fine,80.0,12001.0,0.013333333333335418,13.0,2.0,-0.47868736375207743,-0.4785050985750652,0.005765573193317674,0.005765919105463042,0.012411783167391175,0.012415291568663472,1.0,1.0,0.0
box80_fine,80.0,12001.0,0.013333333333335418,14.0,2.0,-0.4793547713740596,-0.4792648875350468,0.005787066848160202,0.005787391098249229,0.012498641795061036,0.012501958719841697,1.0,1.0,0.0
box80_fine,80.0,12001.0,0.013333333333335418,15.0,2.0,-0.47994953632673587,-0.4799051865683131,0.00580995143225886,0.005810257240844733,0.012589729743986214,0.012592893648859925,1.0,1.0,0.0
box80_fine,80.0,12001.0,0.013333333333335418,16.0,2.0,-0.4804780205038083,-0.4804561276160437,0.00583422180075827,0.005834511785598832,0.012684986667530457,0.012688029836614958,1.0,1.0,0.0
box80_fine,80.0,12001.0,0.013333333333335418,17.0,2.0,-0.4809482515096624,-0.4809374398382893,0.005859874811883829,0.005860151145465381,0.012784366298281932,0.01278731664562048,1.0,1.0,0.0
box80_fine,80.0,12001.0,0.013333333333335418,18.0,2.0,-0.48136809972090744,-0.4813627585006772,0.0058869092574155195,0.005887173777930271,0.012887835158022873,0.012890717547667692,1.0,1.0,0.0
box80_fine,80.0,12001.0,0.013333333333335418,19.0,2.0,-0.4817446081418695,-0.4817419685946556,0.0059153258380792734,0.005915580109819645,0.012995371419941696,0.012998208698723025,1.0,1.0,0.0
box80_fine,80.0,12001.0,0.013333333333335418,20.0,2.0,-0.48208383097590746,-0.48208252616841396,0.005945127100836023,0.005945372490509174,0.013106963953095012,0.01310977779582214,1.0,1.0,0.0
