D,mode,E_ritz,omega_ritz,S_adapter,r_eta1,n_turning,status,z_left,z_right,component_width,U_center_minus_E,source_spectral_suspicious
16.5,1,0.8607660531997681,1.3640989895164384,3.5444540639401962,0.0008343078259174182,8,NEAREST_FORBIDDEN_ISLAND,4.7790930310103334,8.095865288429472,3.3167722574191387,-0.31733179774245135,False
16.5,2,0.9898256063461304,1.4106117844205508,3.1924639941621002,0.0016867899598043846,8,NEAREST_FORBIDDEN_ISLAND,5.301933977992661,8.095865288429472,2.793931310436811,-0.44639135088881365,False
16.75,0,0.8641250133514404,1.36532963541829,3.5148393303456142,0.0008852161896559595,8,NEAREST_FORBIDDEN_ISLAND,-8.211487162387463,-4.943397799266421,3.2680893631210424,-0.32965979520117983,False
16.75,1,0.8658692240715027,1.3659682368457557,3.5091021676411405,0.0008954319456438466,8,NEAREST_FORBIDDEN_ISLAND,-8.211487162387463,-4.959903301100368,3.251583861287095,-0.3314040059212421,False
16.75,2,0.9792858958244324,1.4068709591943507,3.2025126326053877,0.001653228452008472,8,NEAREST_FORBIDDEN_ISLAND,-8.211487162387463,-5.405551850616874,2.8059353117705896,-0.44482067767417177,False
17.0,0,0.8692471385002136,1.3672041319789132,3.4951348246986633,0.0009207982055092086,8,NEAREST_FORBIDDEN_ISLAND,-8.344448149383126,-5.110036678892964,3.234411470490162,-0.34346240857241295,False
17.0,1,0.87101811170578,1.367851640970533,3.4900266596253173,0.0009302536014576672,8,NEAREST_FORBIDDEN_ISLAND,-8.344448149383126,-5.110036678892964,3.234411470490162,-0.34523338177797935,False
17.0,2,0.9691170454025269,1.4032523099580227,3.2246410963560126,0.0015816570863450771,8,NEAREST_FORBIDDEN_ISLAND,-8.344448149383126,-5.51017005668556,2.8342780926975664,-0.4433323154747262,False
17.25,0,0.8745824694633484,1.3691539246787954,3.4605612250417437,0.000986721772779849,8,NEAREST_FORBIDDEN_ISLAND,5.279009669889959,8.461570523507831,3.182560853617872,-0.357203279367695,False
17.25,1,0.8762000799179077,1.3697445308954177,3.4561361543289357,0.0009954931567595629,8,NEAREST_FORBIDDEN_ISLAND,5.279009669889959,8.461570523507831,3.182560853617872,-0.35882088982225435,False
17.25,2,0.9593213796615601,1.3997576146110298,3.2336887519556923,0.0015532939034011526,8,NEAREST_FORBIDDEN_ISLAND,5.598949649883291,8.461570523507831,2.8626208736245395,-0.4419421895659067,False
17.5,0,0.880132257938385,1.3711791487396476,3.442521435663918,0.0010229722982356363,8,NEAREST_FORBIDDEN_ISLAND,5.433311103701232,8.596365455151712,3.16305435145048,-0.3708964237233897,False
17.5,1,0.8814889788627625,1.3716737873352989,3.436580084282439,0.0010352004820438493,8,NEAREST_FORBIDDEN_ISLAND,5.450316772257416,8.596365455151712,3.146048682894296,-0.37225314464776715,False
17.5,2,0.9499143958091736,1.3963933528233274,3.2548554742353555,0.0014889100325875125,8,NEAREST_FORBIDDEN_ISLAND,5.7054018006002,8.596365455151712,2.8909636545515127,-0.4406785615941783,False
17.75,0,0.8859155774116516,1.373286414922849,3.4113485798099474,0.0010887803440787801,8,NEAREST_FORBIDDEN_ISLAND,5.606785595198399,8.714988329443145,3.1082027342447454,-0.3845729062742801,False
17.75,1,0.8870907425880432,1.3737142143066159,3.4082731063414466,0.0010954980130341411,8,NEAREST_FORBIDDEN_ISLAND,5.606785595198399,8.714988329443145,3.1082027342447454,-0.3857480714506717,False
17.75,2,0.9409090876579285,1.393165132946532,3.26488612652049,0.0014593381717735653,8,NEAREST_FORBIDDEN_ISLAND,5.812854284761588,8.714988329443145,2.9021340446815564,-0.43956641652055695,False
18.0,0,0.8919662833213806,1.3754876529149147,3.3797007278106777,0.0011599232317016683,8,NEAREST_FORBIDDEN_ISLAND,-8.834278092697566,-5.76525508502834,3.0690230076692266,-0.3982778577024085,False
18.0,1,0.8933631181716919,1.375995319095124,3.3760010143729224,0.001168537831079767,8,NEAREST_FORBIDDEN_ISLAND,-8.834278092697566,-5.76525508502834,3.0690230076692266,-0.39967469255271976,False
18.0,2,0.9323112368583679,1.3900759824046913,3.2725972851750367,0.0014370044569129593,8,NEAREST_FORBIDDEN_ISLAND,-8.834278092697566,-5.921307102367454,2.9129709903301126,-0.4386228112393958,False
